text	user_id	find_texts	find_modids
Добрый день. В каких случаях применяется косгу 344?	10814068	No	No
Добрый день! по какому косгу произвести оплату на покупку душевой кабины и поддона для него?	3978128	No	No
Добрый день! Работник направлен на курсы повышения квалификации (не командировка), учеба будет проходить в другом городе, но каждый день сотрудник будет возвращаться домой, т.к расстояние близкое. По какому КВР и КОСГУ возместить расходы на проезд к месту учебы?	704193	No	No
"Здравствуйте! Мы бюджетное учреждение. Подскажите, пожалуйста, по какому КОСГУ оплатить данные услуги, в рамках одного договора?
Услуги:
1. Санитарно-бактериологические исследования питьевой воды централизованного водоснабжения
2. Санитарно-бактериологические исследования смывов с объектов внешней среды
3. Санитарно-паразитологические исследования смывов с поверхностей
4. Санитарно-бактериологические исследования пищевых продуктов
5. Измерение одного физического фактора: Искусственная освещенность
6. Измерение одного физического фактора: Микроклимат"	1795435	No	No
оцифровка архивных документов косгу	19258407	No	No
Подскажите- при строительстве тротуара в рамках трех разных договоров произведены работы, само строительство тротуара, устройство репера и строительный контроль . Подскажите по каким косгу провести эти работы?	7367778	['провод']	['12/347516']
Добрый день , уточните КВР и КОСГУ : выходное пособие при увольнении в связи с инвалидностью	3980944	['выходной пособие при увольнение']	['12/313588']
Здравствуйте, подскажите, пожалуйста,по какому КОСГУ отразить расходы по проведению экспертизы по техническому обследованию здания	3298605	No	No
Здравствуйте. Подскажите пожалуйста: мы приобретаем комплект учебно-методических пособий по авторской методике поставщика (печатное издание формата А4), т.е. рабочие тетради, которые раздаем ученикам. По какому косгу их учитывать?	1853025	No	No
Здравствуйте, на территории земельного участка принадлежащего на праве безвозмездного пользования нам, растут деревья которые необходимо кронировать. Сами деревья ни в состав благоустройства ни в биологические ресурсы не входят, то есть не стоят на учете. В этом случае кронирование производить с косгу 226 или 225?	2178055	No	No
Добрый день, по какому КОСГУ учитывать приобретение извещателей ДИП 34Ф -03( пожарное задымление) ?	4245828	No	No
не до конца поняла ответ. Получается, если бюджетное учреждение получает доход от передачи в безвозмездное пользование имущества с компенсацией коммун.и эксплуатац. расходов, то его следует отобразить по 121 КОСГУ?	6300127	No	No
добрый день, подскажите пожалуйста, монтаж оборудования согласно локально сметного расчета это 225 или 226 КОСГу?	13731459	['монтаж оборудование']	['12/347479']
Добрый день, техническое перевооружение котельной с заменой котлов по одному договору. КОСГУ и КВР	5845568	No	No
добрый день! Адаптер wi-fi какой косгу?	4143829	No	No
"Добрый день! Подскажите, пожалуйста, кислород медицинский газообразный, который используется в больнице в медицинских целях, нужно относить на подстатью КОСГУ 341 ""Увеличение стоимости лекарственных препаратов и материалов, применяемых в медицинских целях"" или на КОСГУ 346 ""Увеличение стоимости прочих материальных запасов""?"	18741530	No	No
Как отразить по какому косгу и КПС в счете возмещение ущерба виновным лицом. Внесла в 2023 году. На счете 209.74 была задолженность на начало года По КПС 440	4603665	No	No
В рамках договора на модернизацю и замену пожарной сигнализации подрядчик выделил отельным разделом в смете общестроительные работы: пробивка стен, прокладка труб и герметизация. По какому КОСГУ отражать данные расходы?	655256	['замена пожарный сигнализация']	['12/347527']
Добрый день, по какому КОСГУ И КВР отразить услугу по разработке сметной документации на замену ограждения в казенном учреждении	2905765	No	No
Добрый день. Иную целевую субсидию БУ выделили на приобретение огнетушителей 310 КОСГУ, куда отнести доходы на 150 /152 счет 520552 или на 150/162 счет 520562	1582904	No	No
К какому КОСГУ отнести бахилы. шприцы, перчатки латексные в учреждении ветеринарии?	18618851	No	No
еси сотрудник использует в командировки личный автотранспорт ему расходы возмещается КВР 122 КОСГу 226	2566237	No	No
Добрый день, подскажите пожалуйста, если арендодатель выставляет счет за коммунальные услуги по условиям договора аренды, по какому КВР и КОСГу нужно произвести оплату?	4544592	No	No
добрый день, по какому косгу оплатить пеню водоконала?	5077412	['пеня']	['86/287439']
Мы бюджетное учреждение. По какому КОСГУ и коду аналитики провести начисление: Страховое возмещение по полису ОСАГО от страховой компании?	4797393	['провод']	['12/347516']
Добрый день! По договору Исполнитель обязуется из собственных материалов изготовить одну деталь к сельхозтехнике и восстановить другую. По каким КВР и КОСГУ отражать в бухучете? Спасибо.	14823441	No	No
Добрый день, подскажите, пожалуйста, по какой статье косгу оплатить услуги по санитарно-гигиеническому обслуживанию (очистке и дезинфекции) систем вентиляции?	18955546	['система вентиляция']	['12/430615']
Добрый день! По какому КОСГУ отразить в учете БГУ расходы по договору на спецоценку условий труда?	3787231	No	No
Добрый день! На какие КВР и КОСГУ отнести работы на оказание услуг по изготовлению инженерно-топографических планов для проектирования и проведения ремонтных работ подземных инженерных коммуникаций	87609	No	No
аренда биотуалета, по какому КОСГУ учесть?	5497496	No	No
Здравствуйте подскажите пожалуйста по какому КОСГУ отразить: системный блок, экран для проектора????	17471713	['системный блок']	['86/279552']
Добрый день.Какое КОСГу и КВР будет у госпошлины за выдачу аттестата?	5215213	No	No
Здравствуйте, по какому КВР и КОСГУ отразить услуги о привлечении к участию в суде в качестве специалиста физического лица?	19828413	No	No
Здравствуйте! По какому КОСГУ провести оценку технического состояния дорог?	4139567	['провод']	['12/347516']
здравствуйте ! подскажите у нас локально сметный расчет на демонтаж старой пожарной сигнализации и монтаж новой с учетом оборудования все в одном сметном расчете . подскажите как нам отразить данные расходы демонтаж и монтаж все включить в 228 косгу? а потом все ставить на 101 ?	718763	['пожарный сигнализация', 'монтаж']	['12/347479', '12/347527']
Добрый день, подскажите пожалуйста проводки за штраф за несвоевременное предоставление отчетностипо КВР 853 и КОСГУ 292	18254139	['штраф', 'провод']	['12/347516', '86/287439']
Здравствуйте, по какому косгу и квр возместить расходы сотруднику на проезд к месту служебной командировки и обратно на личном автомобиле?	294270	No	No
Какой КОСГУ соответствует расходам на приобретение питания для ребенка до трех лет,который стоит на учете в нашей поликлинике ?	4578021	No	No
плащ влагозащитный косгу	6933224	No	No
Добрый день! С какого КОСГУ оплаить перчатки х/б с ПВХ	17427271	No	No
удлинитель на катушке КОСГУ 346 ИЛИ 310?	3496603	No	No
Добрый день. В рамках одного договора приобретение строительных материалов и услуги по доставке. По какому Косгу отразить в учете по 344 или услугу по 222?	3355731	['строительный материал']	['12/347516']
возмещение страхователям на пред.меры по сокращению травматизма и проф.заболеваний косгу 139. проводки?	3095855	['провод']	['12/347516']
"Здравствуйте! Подскажите пожалуйста ""упаковка груза"" - это косгу 222 или 226?"	18899858	No	No
Добрый день, просим разъяснить по каким КВР и КОСГУ производится выплата детям-сиротам в образовательном учреждении- компенсация на приобретение комплекта одежды, обуви, мягкого инвентаря и оборудования, выдаваемая в денежной форме рассчитанной по нормативам: 1) при выпуске ; 2) в процессе обучения	3448457	No	No
Добрый день,по какому косгу оплачивать суточные в командировке	4304881	No	No
Здраствуйте. Подскажите,пожалуйста, дозиметр термолюминесцентный дтл -косгу?	9460872	No	No
Добрый день! Подскажите, пожалуйста, какой будет КОСГУ на ремонт электрических плит? Плиты стоят в столовой театра, на них готовят обед для сотрудников	12004995	No	No
Здравствуйте. Автономное учреждение (школа) планирует проведение работ по благоустройству школьного двора. В договор входят следующие виды работ: установка площадок для разных видов отдыха с тренажерами, качелями, теннисным столом, а так же замена светильников, асфальтирование дорожек, установка скамеек, разбивка цветника... Во время выполнения работ планируется проведение строительного надзора, который не входил в ПСД. По каким КВР и КОСГУ необходимо производить оплату строительного надзора	1732951	['замена светильник']	['86/527411']
Добрый день, какой будет КВР и КОсгу при частичной компенсации путевки в загородный оздоровительный лагерь не сотруднику, просто населению	8312383	No	No
"Добрый день! Являемся казенным образовательным учреждением. Какой ВР и КОСГУ правильно использовать: 1. при оплате за право использования программы для ЭВМ ""Контрур.ОФД""?; 2.приоплате услуги по обработке фискальных данных по тарифному плану"	8158906	['обработка']	['12/347542']
Здравствуйте! подскажите пожалуйста на какую КОСГУ отнести расходы на приобретение зарядного устройства для аккумуляторных батарей (для пульта управления квадрокоптером)?	17397026	No	No
Здравствуйте, подскажите готовую продукцию для продажи относят на КОСГУ 342?	20626620	No	No
Добрый день, по какому КОСГУ оплатить расходы на первичный монтаж системы видеонаблбюдения в здании?	14597836	['монтаж']	['12/347479']
Здравствуйте, подскажите пожалуйста удержана заработная плата и перечислена судебным приставам как отразить в учете косгу кбк ?	1702589	No	No
на какое косгу отнести расходы на тачку строительную?	4729802	No	No
оказание услуг по работе автовышки с предоставлением транспорта с водителем. По какому косгу оплатить?	8888741	No	No
Штраф за нарушение сроков предоставления данных в ПФ, КВР и КОСГУ	5845568	['штраф']	['86/287439']
Добрый день! По какому КВР и КОСГУ казенному учреждению осуществить возврат остатков целевых средств прошлых лет (субсидия из бюджета МО) ? Казенное учреждение осуществляет возврат сначала в доход местного бюджета на счет 04 Администрации ГО, так как за ним закреплены источники доходов по возврату остатков целевых средств, а затем уже Администрация ГО осуществляет возврат в бюджет МО. Спасибо.	2805681	No	No
"Здравствуйте. Для устройства спортивной площадки гто заключены 2 договора:
1. Устройство бетонного основания спортивной площадки. (Косгу 310) 
2. Земляные работы и ограждение спортивной площадки (косгу 228)
Можем ли мы бетонное основание принять на баланс под наименованием «Спортивная площадка ГТО» и к земляным работам с ограждением применить функцию модернизации ОС (спортивная площадка), т.к. все эти работы проведены для создания одного объекта — спортивная площадка."	4419755	['бетон', 'провод']	['12/347516']
бюджетной учреждение приобрело спортивный инвентарь (коньки, шлемы, перчатки для вратаря и т.д.) по КОСГУ 310. Можно ли перенести этот спортивный инвентарь на материалы?	4200469	No	No
Добрый день, казенное учреждение заключило договор по аттестации объекта информатизации с оснащением своими силами необходимым оборудованием. По какому КОСГУ оплачивать эти услуги, работы и оборудование?	12371380	No	No
Добрый день, подскажите пожалуйста по какому КОСГУ оплатить студенческие билеты и зачетные книжки.	9085433	No	No
добрый день, подскажите пожалуйста косгу по договору на установку пандуса в многоквартирном доме?	3554235	No	No
"Здравствуйте!
Подскажите, пожалуйста, КВР и КОСГУ по оплате комиссии комитенту (комерческой организации) по договору комиссии бюджетного учреждения (комиссионером).

С уважением, ФЭС Президентской библиотеки."	4354097	No	No
Добрый вечер, по какому косгу отразить демонтаж сооружения и монтаж на его месте нового объекта в рамках одного договора	1996599	['монтаж']	['12/347479']
Добрый день, подскажите пожалуйста по какому счету, КОСГУ , и КВР учитывать компенсацию аренды жилья работникам	362487	No	No
Добрый день! По какому КОСГУ оплачивать благоустройство территории (укладка тротуарной плитки)	20221989	No	No
Добрый день! Подскажите,пожалуйста по какому КВР и КОСГУ учесть приобретение счетчика газа и сигнализатора загазованности, которые в дальнейшем будут установлены газовой компанией. Заранее благодарю!	2179842	No	No
Подскажите по какому КОСГУ приобретать одежду для занятий хореографического коллектива - это лосины, футболки.	2741400	No	No
На какое КОСГУ отнести расходы на изготовление печатной продукции (плакатов)?	7120667	No	No
"Добрый день! По результатам аукциона наше бюджетное учреждение заключило контракт на поставку продуктов питания. Поставщик оказался ненадежным и в настоящее время мы расторгли контракт в одностороннем порядке с выставлением штрафа и пени.
Сделали следующие проводки:
Отражена неустойка исполнителю контракта
2.209.41.56Х
2.401.10.141
Перечислены исполнителю денежные средства по контракту за минусом суммы неустойки
5.302.ХХ.83Х
5.201.11.610
Увеличение забалансового счета 18 (соответствующие коды КВР, КОСГУ)
Прекращено встречное требование в сумме исполненного денежного обязательства 
5.302.ХХ.83Х"	700087	['пеня', 'штраф', 'провод']	['12/347516', '86/287439']
Добрый вечер, Вопрос: сотрудник увольняется и у него в трудовом договоре написано, что при увольнении ему выплачивается компенсация в пятикратном размере средней месячной содержания, правомерно это? и по какому КВР и Косгу оплачивать.	12065290	No	No
Добрый день! По какому КВР и КОСГУ отразить в учете услуги по валке и кронированию деревьев?	4986128	No	No
Можно ли выделить денежные средства в подотчет сотруднику на его зарплатную карту на командировочные расходы КВР и КОСГУ	19622631	No	No
По какому КОСГУ оплатить экспертизу противогазов казенному учреждению (225 или 226)?	2943500	No	No
Добрый вечер! Подскажите, пожалуйста, в каких случаях применяется 241 КВР с 320 КОСГУ	3596458	No	No
Здравствуйте, подскажите по какому КВР и КОСГУ оплатить штраф в ОСФР за за предоставление недостоверных сведений, повлекшие излишне понесенные расходы на выплату страхового обеспечения (п.2 ст.15.2 ФЗ от 29.12.2006г. № 255-ФЗ); оплатить штраф в ОСФР за нарушение сроков предоставления сведений (п.3 ст.15.2 ФЗ от 29.12.2006г. № 255-ФЗ);	107560	['штраф']	['86/287439']
Добрый день! Скажите пожалуйста, по какому КОСГУ оплатить услуги по разработке и изготовлению оборудования (контроллера)	3275761	No	No
Здравствуйте, подскажите пожалуйста если сотрудник уволился с правом проезда и прилетел из отпуска в последний день увольнения, отчитался на следующий день (также изменили приказом место отпуска в этот же день) по какому квр и косгу оплачивать компенсацию ( без аванса)	4496481	No	No
Подскажите косгу: обслуживание локальных вычислительных сетей	13674953	No	No
Здравствуйте, подскажите пожалуйста по какой КОСГУ проводить закупку видеорегистраторов 242 или 244 ?	5543730	['провод']	['12/347516']
по какому КОСГУ и КВР провести оплату расходов ответственному лицу за участие в спортивном мероприятии проживания спортсменов?	15220276	['провод']	['12/347516']
"По какому КВР и КОСГУ учитывать приобретение ""Травосмесь"" и ""Рябина дуболистная"" для благоустройства территории в рамках исполнения гос контракта на строительство объекта"	3031640	No	No
"Доброе утро! Подскажите, пожалуйста ответ на следующий вопрос: Орган власти по муниципальной программе """"Формирование системы мотивации граждан к ведению здорового образа жизни, включая формирование культуры общественного здоровья, здоровое питание, отказ от вредных привычек, ответственное отношение к здоровью."" приобретает медицинское оборудование , по какому косгу его приобрести?"	3436878	No	No
подскажите металлодетекторы по какому КВР и КОСГУ	5543730	No	No
Здравствуйте! При восстановлении ос на счет 101 с забалансового счета 21, была дана проводка 10136310/40110172, какое КОСГУ указывать в данном документе 172 или 310?	18632082	['провод']	['12/347516']
здравствуйте. Подскажите пожалуйста. Заключен договор с художником спектакля. В рамках этого договора учреждение обязуется оплачивать расходы на проезд и на приобретение материалов для выполнения услуг в рамках договора ГПХ. по какому КОСГУ (ВР) будет отражаться возмещение расходов на жд транспорт и на приобретение материалов, т.к. художник маршрутн.квит эл.билета., чеки?	960756	No	No
Доброе утро! по какому КВР/КОСГУ вернуть возврат излишне перечисленного пособия (больничный лист)	246289	No	No
Добрый день! В одном счете выписаны буклеты, приглашения, грамоты не для перепродажи. На какое КОСГУ будет правильно поставить буклеты и приглашения, если грамоты КВР 244 КОСГУ 349?	3061756	No	No
в прошлом году проведена услуга и оплачена услуга по другому КОСГУ , как исправить в учете в этом году если организация вернет средства и мы оплатим по верному КОСГУ	2102425	['провод']	['12/347516']
КВР И КОСГУ единовременное пособие при переезде в район Крайнего Севера	17414336	No	No
Здравстуйте. По какому КОСГУ мы должны приобрести бессрочную лицензию??	18698785	No	No
Здравствуйте! Подскажите на какой счет бухгалтерского учета оприходовать приборы учета тепла стоимостью 250,0 тыс.руб. за 1 единицу (особо ценное имущество). Закуплены и установлены по КОСГУ 310, Напишите бух. проводки, КВР и КОСГУ. Наше учреждение - бюджетное.	2367305	['провод']	['12/347516']
доброе утро.вопрос-подготовка межевого плана на зем.участок-какой косгу?	899489	No	No
на какой КОСГУ отнести услуги по текущему ремонту, техническому обслуживанию и замене пожарных гидрантов?	246289	['текущий ремонт']	['86/196012']
Здравствуйте, к какому КОСГУ отнести жидкость для дым машины (искусственный туман)?	9994253	No	No
Здравствуйте. Подскажите на какой КОСГУ определить поступление денежных средств по банковской гарантии от банка по решению суда. Банк отказывался оплатить по гарантии, суд вынес решение удолетворить иск в пользу истца (заказчика). Исполнитель получил аванс, но не приступил к работам. Банк вернул сумму в размере аванса+ пени? и возместил расходы на госпошлину все по суду. Спасибо	2494035	['пеня']	['86/287439']
кресло офисное КОСГУ 346 или 345.Доброе утро	2820323	No	No
Здравствуйте! Какой КОСГУ должно использовать бюджетное учреждение здравоохранения при приобретении дезинфицирующего средство для дезинфицирующих машин, производящих предстерилизационную подготовку медицинских инструментов?	596453	No	No
"Добрый день! была смета монтажа тревожной сигнализации: входит ППКО ""Барьер КТМ+""Э кнопка тревожная с металлическим ключом оплатили по КОСГУ 226? и должны как то поставить на учет или нет?"	1759511	['монтаж']	['12/347479']
Здравствуйте! По какому косгу учитывать абонементы, которые мы продаем посетителям бассейна?	9540900	No	No
"Доброе утро!
В муниципальном автономном учреждении находится Информационный щит (металлическая конструкция с баннером 6*3 м) в оперативном управлении. Требуется демонтаж — монтаж банера сторонней организацией. Какие КОСГУ и КВР применить в данном случае?"	4059714	['монтаж']	['12/347479']
Добрый день. Мы бюджетная организация и арендуем спортивный зал. По этому залу мы возмещаем коммунальные расходы и расходы, связанные с содержанием арендуемого имущества. Заключено 2 договора. Коммунальные расходы - КОСГУ 223, содержание арендуемого имущества - КОСГУ 225. Верно ли это?	17931419	No	No
Школа приобрела системный блок по 347 КОСГУ, монитор в школе был приобретен в 2019 году и числится на счете 101.24. Скажите, пожалуйста, как правильно оформить рабочее место в бухгалтерском учете, какими проводкам?	2305438	['монитор', 'системный блок', 'провод']	['12/347516', '86/279552']
Здравствуйте, подскажите, пожалуйста, по какому КОСГУ оплатить проезд и питание спортсменов не являющихся сотрудниками организации.	5508779	No	No
Проверка огнезащитной обработки деревянных конструкций чердачных помещений зданий КОСГУ?	2812909	['обработка']	['12/347542']
Какому КОСГУ отнести : Установка стека воды с кровли павильона.	619876	No	No
Добрый день. Администрацией города по МК установлены дорожные ограждения косгу 310 с целью реализации мероприятий направленных на повышение безопасности дорожного движения.Должны ли учитываться ограждения в сотаве автомобильной дороги.	17968529	No	No
"Доброе утро! Казенное учреждение, орган власти. Мы заказали методическую литературу. В счете на оплату помимо сумм непосредственно литературы, выделена отдельная сумма на ""компенсацию затрат федерального бюджета по пересылке"". По какому косгу оплачивать эту сумму по комп.затрат на пересылку?"	4322503	No	No
Здравствуйте. Подскажите пожалуйста, по какому виду расходов и КОСГУ оплачивать демонтаж котельного оборудования?	3569800	['монтаж']	['12/347479']
Бюджетное учреждение покупает программное обеспечение Касперский (договор составлен как приобретение товара), подскажите по какому КОСГУ произвести оплату и как отразить в бюджете, на какие счета отнести?	3861873	No	No
щипцы биопсийные косгу?	3095855	No	No
здравствуйте. в прошлом году с сотрудника удержали сумму и перечислили в налоговую в счет транспортного налога. в текущем году выяснилось, что эта сумма была излишней и налоговая ее вернула на лицевой счет организации. теперь нужно вернуть сумму сотруднику,так как ее удержали из заработной платы. какими проводками отразить возврат от налоговой и перечисление сотруднику? по каким квр и косгу?	15677627	['провод']	['12/347516']
Доброе утро! Подготовка площадки с установкой бордюров и укладкой резиновой плитки, установка воркаут оборудования... КОСГУ 225 или 226?	2274482	['бордюр']	['12/347516']
Доброе утро! Подскажите КОСГУ на оплату услуг по внесению транспортных средств в реестр объектов транс инфраструктуры	4322452	No	No
Добрый день! ФГБУЗ КБ 50 заключило договор о целевом обучении и после каждого курса за успешное окончание выделяют материальную помощь.На какой КВР и КОСГУ отнести данный вид затрат ?	15901897	No	No
Добрый день. Компенсацию сотрудникам за наем жилья платим по КВР 112 КОСГУ: – 214, а страховые взносы по какой статье?	18538062	No	No
Здравствуйте. Как выдать деньги в под отчет денежные премии победителям конкурса? Именно премии, не сертификаты. КВР в данном случае будет 350 КОСГУ 296, а какой ОКПД?	6823178	No	No
Здравствуйте. Мы приобрели сплит системы по одному договору, провели расходы по 310 косгу. Теперь необходим монтаж сплит систем, по отдельному договору. по какому косгу проводить расходы по монтажу: 225 или 226?	20406055	['монтаж', 'монтаж сплит система', 'провод']	['12/347516', '12/347479']
Добрый день.В организацию поступило постановление о возбуждении исполнительного производства по взысканиям имущественного характера в пользу физических и юр.лиц ,какое кбк и косгу применять при оплате данной задолженности?	717572	No	No
"Для водителя приобретается знак ""У-10"" на магните двусторонний плоский. По какому Косгу отразить данную операцию?"	14788812	No	No
Проходило награждение к дню медиков, приобретали буклеты, приглашения и грамоты. Как отразить на какое КОСГУ?	3061756	No	No
Доброе утро! Подскажите пожалуйста заключили договор и выставили счёт на ремонт автомобиля. А в акте выполненных работ разделили стоимость работ и стоимость запчастей по какому КОСГУ оплачивать?	741749	No	No
"Здравствуйте
подскажите по какому СУБКОСГУ нужно оплачивать прокладку кабеля?"	15480870	['кабель']	['12/347516']
Здравствуйте, какой КОСГУ будет по услуге - технологическое подключение энергопринимающих устройств?	3830018	No	No
добрый день,учреждение закупилоа кресло-коляску для инвалида студента,по какому косгу оплачивать	4587168	No	No
Доброе утро. Материальная помощь сотруднику выдается по КВР/КОСГУ 111/211?	3554849	No	No
Добрый день , подскажите пожалуйста , по какому КВР и КОСГУ оплатить дополнительные дни по уходу за ребенком инвалидом	720770	No	No
Здравствуйте. Подскажите пожалуйста по какому КОСГУ оплачивается услуга по установке кондиционера?	20486644	['установка кондиционер']	['12/347479']
Добрый день! Подскажите, пожалуйста, по какому косгу учитывать приобретение шоколада для буфетной продукции	9751677	No	No
Добрый день, подскажите, пожалуйста, пульки пневматические для стрельбы из винтовки по какому косгу?	11661121	No	No
Добрый день! Договор на услугу по подвозу питьевой воды в казенное образовательное учреждение по какому косгу и квр провести?	14758727	['провод']	['12/347516']
Здравствуйте! По какому КВР и КОСГУ оплатить капитальный ремонт системы уличного освещения?	4345903	['капитальный ремонт']	['86/196012']
на какой косгу отнести товар продаваемый через буфет в бюджетном учреждении	12790439	No	No
добрый день. Автономное учреждение проводит капитальный ремонт системы отопления в детском саду. Старая система отопления не числится отдельным объектом, а входит в стоимость здания. Трубы и батареи организация сдает на металлолом. По какому косгу отразить доходы, что станется с стоимость здания, порядок оформления?	1884710	['капитальный ремонт']	['86/196012']
Доброе утро. Подскажите пожалуйста по какому КОСГУ нужно перечислять возмещение расходов на оказание услуг по проведению лабораторных исследований	19021016	No	No
Учреждением заключен договор на изготовление и монтаж дорожных знаков. Закрытие договора осуществляется по двум документам: товарная накладная знаки и акт на монтаж. По какому КОСГУ оплатить договор?	1745917	['монтаж']	['12/347479']
Здравствуйте, бюджетное учреждение, по какому КОСГу отразить материалы, купленные для дооборудования объекта основных средств	1960347	No	No
Добрый день! По какому КОСГУ оплатить встроенный шкаф?	4253132	No	No
Добрый день! Подскажите, пожалуйста, по какому КОСГУ оплатить аренду помещения бюджетному учереждения для проведения мероприятия 226 или 224? и аренду аппаратуры 224 или 226?	14481165	No	No
Добрый день! Администрация города выдала государственный жилищный сертификат сироте на приобретение жилья. При заключении договора купли-продажи сирота использовал этот сертификат. Администрация перечисляет деньги сразу на счет продавца. Подскажите пожалуйста, по какому виду расходов и КОСГУ администрации города нужно отразить данную операцию?	16659841	No	No
Добрый день!!! Мы являемся казенным учреждением. Работник ездил в командировку на личном транспорте, с руководителем подписал соглашение на компенсацию расходов на бензин фиксированной суммой. Подскажите какую ставить статью расхода и какое КОСГУ?	5165769	No	No
